time/iterations,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/policy_loss,train/explained_variance,train/value_loss,train/entropy_loss,train/learning_rate,train/n_updates
1,77,2048,29.323529411764707,0.02658804411764706,26,,,,,,
2,97,4096,14.49,0.04252160999999998,42,-0.16132640838623047,-11.274913787841797,0.008402954787015915,-1.9459092617034912,0.008304675227817087,1
3,108,6144,19.61,0.01612664,56,-0.0,-786650.625,2467179520.0,-0.0,0.008304675227817087,2
4,118,8192,20.49,0.017482310000000004,69,2.9598546028137207,-1133.2330322265625,3.2344887256622314,-1.7071820497512817,0.008304675227817087,3
5,125,10240,23.03,0.019484829999999998,81,-41.26450729370117,-233.6258087158203,535.2140502929688,-1.8057982921600342,0.008304675227817087,4
6,129,12288,20.99,0.00042507999999999977,94,1.0195703506469727,-0.004974007606506348,0.2804802656173706,-1.922279715538025,0.008304675227817087,5
7,134,14336,24.26,0.033286119999999995,106,-17.985776901245117,-115.69300842285156,577.9656372070312,-0.7735517024993896,0.008304675227817087,6
8,137,16384,24.29,0.02668767,119,0.8731318712234497,-5.719955921173096,0.20418503880500793,-1.9417486190795898,0.008304675227817087,7
9,136,18432,13.87,0.03777325,134,-0.19071604311466217,-0.02956080436706543,0.009804393164813519,-1.939550518989563,0.008304675227817087,8
10,138,20480,21.13,0.0012945199999999993,147,0.0014516129158437252,-41.64419174194336,463.6307678222656,-0.0007216980447992682,0.008304675227817087,9
11,139,22528,20.86,0.031032400000000005,161,-6.718710422515869,-37.56993865966797,49.122371673583984,-0.978182852268219,0.008304675227817087,10
12,140,24576,22.47,0.030958969999999995,174,0.07073736190795898,-0.0012090206146240234,0.0018199699698016047,-1.7187674045562744,0.008304675227817087,11
13,140,26624,21.96,0.027573140000000006,188,-4.32485818862915,-0.5325011014938354,8.896500587463379,-1.4390614032745361,0.008304675227817087,12
14,140,28672,28.01,0.02991187,204,-0.08815553784370422,-1.3553123474121094,0.002543926239013672,-1.8655970096588135,0.008304675227817087,13
15,141,30720,29.39,0.0348465,216,1.7346874475479126,-0.06247091293334961,0.9258827567100525,-1.8081060647964478,0.008304675227817087,14
16,141,32768,29.16,0.03629566,231,0.07833372801542282,-6.520748138427734e-05,0.001817530719563365,-1.9233646392822266,0.008304675227817087,15
17,141,34816,27.8,0.03681336999999999,245,-0.06917671114206314,-0.00015866756439208984,0.0014214339898899198,-1.9264494180679321,0.008304675227817087,16
18,141,36864,28.43,0.03178933,260,0.03850137069821358,-1.6570091247558594e-05,0.0005538471159525216,-1.9252105951309204,0.008304675227817087,17
19,142,38912,29.31,0.03725454,273,-0.009829157963395119,-2.396106719970703e-05,0.00017256953287869692,-1.9274508953094482,0.008304675227817087,18
20,142,40960,27.6,0.03516758,287,0.0031006522476673126,-1.2516975402832031e-05,0.0001689958735369146,-1.927386999130249,0.008304675227817087,19
21,142,43008,24.96,0.035343969999999995,300,-0.0013132048770785332,-2.47955322265625e-05,0.00013327359920367599,-1.9269347190856934,0.008304675227817087,20
22,142,45056,23.4,0.02095664,315,0.0010231599444523454,-1.4901161193847656e-05,0.00017495676001999527,-1.9262597560882568,0.008304675227817087,21
23,143,47104,26.09,0.02954232,327,-0.0019139652140438557,-9.5367431640625e-06,0.00012028270430164412,-1.924803614616394,0.008304675227817087,22
24,144,49152,22.9,0.015051670000000001,341,0.000902959203813225,-2.3603439331054688e-05,0.00013387830404099077,-1.9239475727081299,0.008304675227817087,23
25,144,51200,25.95,0.02740866,354,-0.0010943504748865962,-1.0251998901367188e-05,9.93253052001819e-05,-1.921863317489624,0.008304675227817087,24
26,144,53248,28.0,0.0319202,368,0.0009445195319131017,-6.198883056640625e-06,0.0001345958444289863,-1.9212621450424194,0.008304675227817087,25
27,144,55296,27.43,0.03357101,381,-0.0006838703993707895,-2.2172927856445312e-05,0.0001296679547522217,-1.91733717918396,0.008304675227817087,26
28,144,57344,26.32,0.03452108,395,0.00026642720331437886,-4.172325134277344e-06,0.00014141386782284826,-1.9150546789169312,0.008304675227817087,27
29,145,59392,25.25,0.025192370000000006,408,-0.00022673649073112756,-0.00019538402557373047,0.00013774399121757597,-1.911777138710022,0.008304675227817087,28
30,145,61440,22.86,0.027468020000000003,422,-0.0007811954710632563,-7.3909759521484375e-06,0.00011889144661836326,-1.9090170860290527,0.008304675227817087,29
31,145,63488,24.9,0.02519992,435,0.00035896452027373016,-4.172325134277344e-06,0.00012491810775827616,-1.9070379734039307,0.008304675227817087,30
32,145,65536,22.62,0.030556869999999993,448,-0.00047117494978010654,-7.867813110351562e-06,0.00012381005217321217,-1.902769923210144,0.008304675227817087,31
33,146,67584,23.05,0.02449678,461,0.0005195324774831533,-1.1682510375976562e-05,0.00015880689898040146,-1.8999967575073242,0.008304675227817087,32
34,146,69632,23.86,0.030563029999999995,474,-0.0014651045203208923,-7.3909759521484375e-06,0.0001151732139987871,-1.8961269855499268,0.008304675227817087,33
35,147,71680,21.96,0.02561745,486,0.0007928097620606422,-1.1444091796875e-05,0.0001381925685564056,-1.8908822536468506,0.008304675227817087,34
36,147,73728,23.38,0.030420899999999994,499,-0.0010443595238029957,-6.556510925292969e-06,0.00012941866589244455,-1.883880376815796,0.008304675227817087,35
37,147,75776,25.4,0.024970070000000004,512,0.0005804511019960046,-0.00015616416931152344,0.00013800304441247135,-1.8801826238632202,0.008304675227817087,36
38,148,77824,23.72,0.033937079999999994,525,-0.0016572929453104734,-7.510185241699219e-06,9.561776096234098e-05,-1.8777477741241455,0.008304675227817087,37
39,148,79872,21.96,0.026694170000000003,538,0.0016088997945189476,-8.0108642578125e-05,0.00015983826597221196,-1.8731038570404053,0.008304675227817087,38
40,148,81920,23.23,0.03327976,550,-0.0024618657771497965,-1.2159347534179688e-05,0.00011613878450589254,-1.8607062101364136,0.008304675227817087,39
41,148,83968,20.75,0.025236,563,0.0011048585874959826,-1.33514404296875e-05,0.00013977738854009658,-1.8490921258926392,0.008304675227817087,40
42,149,86016,22.28,0.03253492,576,-0.0017286987276747823,-1.1086463928222656e-05,0.00012056044215569273,-1.8382368087768555,0.008304675227817087,41
43,149,88064,20.84,0.024682990000000002,589,0.0010230628540739417,-9.655952453613281e-06,0.0001243903097929433,-1.8301349878311157,0.008304675227817087,42
44,149,90112,22.21,0.038056320000000005,602,-0.001484940992668271,-8.940696716308594e-06,0.00011645238555502146,-1.8230031728744507,0.008304675227817087,43
45,149,92160,21.35,0.02633717,614,0.000974600319750607,-5.4836273193359375e-06,0.00015352593618445098,-1.8125150203704834,0.008304675227817087,44
46,150,94208,22.22,0.025642310000000005,626,-0.0030511668883264065,-1.049041748046875e-05,9.059096191776916e-05,-1.7794318199157715,0.008304675227817087,45
47,150,96256,20.68,0.026157319999999998,640,0.0020641335286200047,-1.2636184692382812e-05,9.826755558606237e-05,-1.7628637552261353,0.008304675227817087,46
48,150,98304,21.34,0.02801288999999999,653,-0.0022576143965125084,-6.4373016357421875e-06,9.66680163401179e-05,-1.750627875328064,0.008304675227817087,47
49,150,100352,21.34,0.029674660000000005,667,0.0019010467221960425,-1.5497207641601562e-06,9.24477499211207e-05,-1.7426371574401855,0.008304675227817087,48
50,150,102400,20.24,0.02885105,680,-0.0026858439669013023,-6.4373016357421875e-06,0.00010798550647450611,-1.7323814630508423,0.008304675227817087,49
51,150,104448,21.0,0.024576630000000002,694,0.00113656185567379,-6.9141387939453125e-06,8.774112939136103e-05,-1.6959633827209473,0.008304675227817087,50
52,150,106496,20.13,0.027545499999999997,707,-0.0031369593925774097,-1.430511474609375e-05,7.450446719303727e-05,-1.666149616241455,0.008304675227817087,51
53,150,108544,18.84,0.02219735,720,0.0027691307477653027,-0.00016987323760986328,9.025288454722613e-05,-1.632853388786316,0.008304675227817087,52
54,150,110592,19.61,0.02602557,734,-0.005753254052251577,-1.239776611328125e-05,7.873948925407603e-05,-1.591302752494812,0.008304675227817087,53
55,150,112640,19.15,0.03230630999999999,747,0.007278869394212961,-5.364418029785156e-06,8.257589797722176e-05,-1.5576317310333252,0.008304675227817087,54
56,150,114688,19.47,0.029998890000000004,760,-0.011894202791154385,-9.298324584960938e-06,0.00015461398288607597,-1.5247128009796143,0.008304675227817087,55
57,150,116736,19.5,0.039007299999999995,773,0.01770697720348835,-4.0531158447265625e-06,0.00022539054043591022,-1.5063163042068481,0.008304675227817087,56
58,150,118784,18.42,0.04039944,787,-0.031061343848705292,-3.0994415283203125e-06,0.0005455065402202308,-1.4009172916412354,0.008304675227817087,57
59,150,120832,17.77,0.03191932,801,0.05222729593515396,-4.887580871582031e-06,0.001707635005004704,-1.3398507833480835,0.008304675227817087,58
60,150,122880,18.97,0.04012502,815,-0.0880967378616333,2.9206275939941406e-06,0.00467314338311553,-1.2770971059799194,0.008304675227817087,59
61,150,124928,18.5,0.02404833000000001,828,0.11378438770771027,2.980232238769531e-07,0.007224575616419315,-1.3568410873413086,0.008304675227817087,60
62,150,126976,20.0,0.034004000000000006,842,-0.07181376218795776,-2.5510787963867188e-05,0.0022795824334025383,-1.5183889865875244,0.008304675227817087,61
63,150,129024,19.33,0.033047169999999994,855,0.014622926712036133,-4.887580871582031e-06,0.00018357632507104427,-1.5721495151519775,0.008304675227817087,62
64,150,131072,18.83,0.032838690000000004,869,-0.0017739611212164164,-3.814697265625e-06,0.00010595709318295121,-1.5144970417022705,0.008304675227817087,63
65,150,133120,18.58,0.033603539999999994,883,-0.000841628760099411,-3.8743019104003906e-05,9.189942647935823e-05,-1.488384485244751,0.008304675227817087,64
66,150,135168,20.04,0.04126754,895,-0.0009383934084326029,-7.152557373046875e-06,8.189954678528011e-05,-1.4567793607711792,0.008304675227817087,65
67,150,137216,18.89,0.04233916,908,-0.00038673821836709976,-1.3113021850585938e-06,9.279282676288858e-05,-1.4202483892440796,0.008304675227817087,66
68,151,139264,18.6,0.03595648,922,-0.0005112408543936908,-2.9802322387695312e-06,0.00011033574992325157,-1.3939056396484375,0.008304675227817087,67
69,151,141312,18.31,0.04434722,935,-0.0015105800703167915,-1.3113021850585938e-06,9.201435022987425e-05,-1.3617043495178223,0.008304675227817087,68
70,151,143360,18.13,0.034910899999999995,948,-0.00037587981205433607,-1.7881393432617188e-06,0.0001152809418272227,-1.3065581321716309,0.008304675227817087,69
71,151,145408,18.76,0.038538710000000004,962,-0.0016298891277983785,-7.152557373046875e-07,6.972656410653144e-05,-1.2776442766189575,0.008304675227817087,70
72,151,147456,18.14,0.0427222,974,-0.00032527229632250965,1.7881393432617188e-06,8.11449863249436e-05,-1.2292689085006714,0.008304675227817087,71
73,151,149504,18.71,0.05193223,988,-0.0005287259118631482,-2.384185791015625e-06,9.588211833033711e-05,-1.2039015293121338,0.008304675227817087,72
74,151,151552,18.42,0.04215715000000001,1002,-0.00040861923480406404,-5.364418029785156e-06,0.00014143326552584767,-1.152945637702942,0.008304675227817087,73
75,151,153600,18.19,0.05473841,1016,-0.0019472448620945215,-2.384185791015625e-06,8.263247582362965e-05,-1.1126412153244019,0.008304675227817087,74
76,151,155648,17.4,0.0480652,1030,0.000726080674212426,-5.960464477539062e-07,0.00015660928329452872,-1.0549397468566895,0.008304675227817087,75
77,151,157696,18.52,0.06530646,1043,-0.0021489455830305815,-1.0728836059570312e-06,0.0001199365797219798,-1.028461217880249,0.008304675227817087,76
78,150,159744,17.52,0.061207339999999985,1058,3.2497220672667027e-05,-4.76837158203125e-07,0.000160007068188861,-0.9677162766456604,0.008304675227817087,77
79,150,161792,17.7,0.062098869999999994,1071,-0.002471259795129299,-1.6689300537109375e-06,0.00015643223014194518,-0.880888819694519,0.008304675227817087,78
80,150,163840,17.23,0.05655148000000001,1086,0.0009445720934309065,-5.960464477539062e-07,0.00015699079085607082,-0.8258160352706909,0.008304675227817087,79
81,150,165888,17.29,0.06348683999999999,1100,-0.0021019005216658115,-9.5367431640625e-07,0.0001347608194919303,-0.798775315284729,0.008304675227817087,80
82,150,167936,17.34,0.058460929999999994,1115,0.0015254967147484422,-7.152557373046875e-07,0.00016668181342538446,-0.7757864594459534,0.008304675227817087,81
83,150,169984,17.7,0.06167781999999999,1129,-0.002527489559724927,-3.5762786865234375e-07,0.00015097629511728883,-0.7298265695571899,0.008304675227817087,82
84,150,172032,16.66,0.06059451999999999,1143,0.0026274514384567738,-8.225440979003906e-06,0.00016246929590124637,-0.7489166259765625,0.008304675227817087,83
85,150,174080,16.75,0.05378376,1156,-0.004649292677640915,-2.86102294921875e-06,0.00018204179650638252,-0.6806786060333252,0.008304675227817087,84
86,150,176128,17.09,0.0673344,1170,0.004662667866796255,-2.384185791015625e-07,0.00018211628776043653,-0.6678219437599182,0.008304675227817087,85
87,150,178176,17.56,0.056867169999999995,1183,-0.007208331022411585,-1.1920928955078125e-07,0.00029214139794930816,-0.6146200895309448,0.008304675227817087,86
88,150,180224,16.73,0.05542931,1197,0.010408880189061165,5.960464477539062e-07,0.0003648011770565063,-0.6101253032684326,0.008304675227817087,87
89,150,182272,16.97,0.06435903000000001,1210,-0.014219509437680244,-1.7881393432617188e-06,0.0006707785651087761,-0.6380978226661682,0.008304675227817087,88
90,150,184320,17.81,0.06598269,1224,0.02116217464208603,3.5762786865234375e-07,0.0012313933111727238,-0.7098293304443359,0.008304675227817087,89
91,150,186368,17.18,0.05744899000000001,1237,-0.02542104199528694,1.7881393432617188e-07,0.0017829268472269177,-0.6180464029312134,0.008304675227817087,90
92,150,188416,17.16,0.05970807000000001,1250,0.03396889939904213,-2.384185791015625e-07,0.002578413113951683,-0.6794801950454712,0.008304675227817087,91
93,150,190464,17.41,0.051553800000000004,1263,-0.03550826758146286,-1.430511474609375e-06,0.002228513127192855,-0.7705158591270447,0.008304675227817087,92
94,150,192512,17.52,0.06772654,1277,0.02464134991168976,-5.960464477539062e-07,0.0011391107691451907,-0.8587702512741089,0.008304675227817087,93
95,150,194560,17.72,0.05827385999999999,1290,-0.012054250575602055,2.9206275939941406e-06,0.0004760894225910306,-0.6945773959159851,0.008304675227817087,94
96,150,196608,17.68,0.06437746,1302,0.007822185754776001,1.0251998901367188e-05,0.00027556082932278514,-0.7152159214019775,0.008304675227817087,95
97,150,198656,17.37,0.05828085000000001,1316,-0.005956423468887806,-2.1457672119140625e-06,0.0002276985760545358,-0.6704246401786804,0.008304675227817087,96
98,150,200704,17.23,0.05599898,1330,0.003737755585461855,-2.384185791015625e-07,0.0001479004422435537,-0.656474769115448,0.008304675227817087,97
99,150,202752,16.72,0.059626149999999996,1343,-0.003974951803684235,1.3113021850585938e-06,0.00012144981883466244,-0.6514492630958557,0.008304675227817087,98
100,150,204800,17.19,0.061059350000000005,1357,0.0015618700999766588,3.5762786865234375e-07,0.00014617544366046786,-0.5995587110519409,0.008304675227817087,99
101,150,206848,16.22,0.05985423,1370,-0.0023765566293150187,0.0,0.0001380404137307778,-0.558558464050293,0.008304675227817087,100
102,151,208896,15.95,0.044671850000000006,1383,0.001236306270584464,-7.152557373046875e-07,0.00016849472012836486,-0.5414242744445801,0.008304675227817087,101
103,151,210944,16.53,0.05232225000000001,1396,-0.002873904537409544,1.7881393432617188e-07,0.00011795594764407724,-0.5038366913795471,0.008304675227817087,102
104,151,212992,17.27,0.06405971999999999,1409,0.002209953498095274,2.086162567138672e-06,0.00013315991964191198,-0.47998860478401184,0.008304675227817087,103
105,151,215040,17.32,0.06727764,1422,-0.0030115791596472263,-5.960464477539062e-07,0.00016824218619149178,-0.46889781951904297,0.008304675227817087,104
106,151,217088,17.15,0.06921599,1434,0.0025743928272277117,0.0,0.00017638911958783865,-0.4497494399547577,0.008304675227817087,105
107,151,219136,16.05,0.050787009999999994,1447,-0.0018182717030867934,3.4570693969726562e-06,0.00021349954477045685,-0.43381640315055847,0.008304675227817087,106
108,151,221184,16.93,0.06935096999999998,1461,0.0043622408993542194,0.0,0.000195682339835912,-0.5111885070800781,0.008304675227817087,107
109,151,223232,16.57,0.0560422,1474,-0.005155653692781925,5.960464477539063e-08,0.000273314886726439,-0.48923447728157043,0.008304675227817087,108
110,151,225280,16.98,0.062017859999999994,1487,0.004862785805016756,-7.152557373046875e-07,0.000244543218286708,-0.47878050804138184,0.008304675227817087,109
111,151,227328,16.71,0.05524098,1501,-0.005991288926452398,-5.960464477539062e-07,0.00027833040803670883,-0.4666733145713806,0.008304675227817087,110
112,151,229376,16.37,0.05952372,1514,0.006208259146660566,-7.152557373046875e-07,0.00035797522286884487,-0.47533348202705383,0.008304675227817087,111
113,151,231424,15.52,0.05010283,1527,-0.008124623447656631,1.1920928955078125e-06,0.0004785493074450642,-0.42175477743148804,0.008304675227817087,112
114,151,233472,17.33,0.06896253,1540,0.011672480031847954,-5.960464477539062e-07,0.0007102224626578391,-0.4347487688064575,0.008304675227817087,113
115,151,235520,17.24,0.06988717,1553,-0.014331061393022537,-4.76837158203125e-07,0.0009162630885839462,-0.49854591488838196,0.008304675227817087,114
116,151,237568,17.64,0.06971219000000001,1565,0.01752057485282421,-8.344650268554688e-07,0.0010399703169241548,-0.519008219242096,0.008304675227817087,115
117,151,239616,16.57,0.05059861000000001,1578,-0.018671641126275063,-8.344650268554688e-07,0.0008181168814189732,-0.6638516187667847,0.008304675227817087,116
118,151,241664,17.2,0.06765930000000002,1591,0.009223328903317451,1.1920928955078125e-07,0.0003761008265428245,-0.5877254009246826,0.008304675227817087,117
119,151,243712,16.8,0.06603118999999999,1604,-0.008045940659940243,-5.960464477539062e-07,0.00031322723953053355,-0.5586135387420654,0.008304675227817087,118
120,151,245760,16.51,0.059270750000000004,1617,0.004478800110518932,-7.152557373046875e-07,0.00026205868925899267,-0.5113203525543213,0.008304675227817087,119
121,151,247808,15.7,0.05023185000000001,1631,-0.0057445187121629715,7.748603820800781e-07,0.0002375804033363238,-0.4719810485839844,0.008304675227817087,120
122,151,249856,15.77,0.058642209999999986,1644,0.004269649740308523,-7.152557373046875e-07,0.00024003432190511376,-0.4366585314273834,0.008304675227817087,121
123,151,251904,16.25,0.06334698999999999,1658,-0.005174329038709402,5.960464477539062e-07,0.0002860347449313849,-0.4262898564338684,0.008304675227817087,122
124,151,253952,15.94,0.05328576999999999,1672,0.004220000933855772,-3.5762786865234375e-07,0.000307357229758054,-0.41345247626304626,0.008304675227817087,123
125,151,256000,15.57,0.05205407,1687,-0.005262446589767933,-4.76837158203125e-07,0.00034091350971721113,-0.3760349154472351,0.008304675227817087,124
126,151,258048,15.63,0.05197686,1700,0.006810261867940426,-3.5762786865234375e-07,0.0004086846311111003,-0.40467363595962524,0.008304675227817087,125
127,151,260096,17.12,0.06854074,1713,-0.007348907180130482,-2.384185791015625e-07,0.0005194451659917831,-0.38771870732307434,0.008304675227817087,126
128,151,262144,17.59,0.07180988999999999,1726,0.010027139447629452,-5.960464477539062e-07,0.0007756539853289723,-0.44280049204826355,0.008304675227817087,127
129,151,264192,16.87,0.06313455,1739,-0.011018318124115467,1.9669532775878906e-06,0.0008330014534294605,-0.4060957431793213,0.008304675227817087,128
130,151,266240,16.17,0.052776379999999984,1753,0.010968388989567757,-2.384185791015625e-07,0.0008929183823056519,-0.4230959415435791,0.008304675227817087,129
131,151,268288,16.33,0.05777607999999999,1766,-0.01302129402756691,-5.960464477539062e-07,0.0008791773580014706,-0.4071149230003357,0.008304675227817087,130
132,151,270336,15.9,0.052396410000000004,1779,0.009438653476536274,-1.1920928955078125e-07,0.0008844991680234671,-0.3728623390197754,0.008304675227817087,131
133,151,272384,15.69,0.05466247,1792,-0.010568682104349136,-1.1920928955078125e-07,0.0009781643748283386,-0.3416973054409027,0.008304675227817087,132
134,151,274432,15.13,0.051472359999999995,1806,0.010194193571805954,-1.1920928955078125e-07,0.001095032668672502,-0.362547904253006,0.008304675227817087,133
135,151,276480,15.89,0.05378824000000001,1820,-0.009854564443230629,2.980232238769531e-07,0.0010767949279397726,-0.3320290744304657,0.008304675227817087,134
136,151,278528,16.77,0.06291015999999999,1833,0.010821441188454628,8.940696716308594e-07,0.0010224448051303625,-0.39676976203918457,0.008304675227817087,135
137,151,280576,16.18,0.059642270000000004,1847,-0.009580186568200588,-1.5497207641601562e-06,0.0007289187633432448,-0.36013269424438477,0.008304675227817087,136
138,151,282624,15.69,0.05674581999999999,1861,0.006930323783308268,6.556510925292969e-07,0.0005784860695712268,-0.3559293746948242,0.008304675227817087,137
139,151,284672,16.48,0.06453866999999999,1875,-0.006124740466475487,2.980232238769531e-07,0.00045838713413104415,-0.335929811000824,0.008304675227817087,138
140,151,286720,16.01,0.05585347,1888,0.005031857639551163,4.172325134277344e-07,0.0003874743706546724,-0.34744763374328613,0.008304675227817087,139
141,151,288768,15.47,0.05216265,1902,-0.004370397422462702,-3.5762786865234375e-07,0.00029592870851047337,-0.3292275667190552,0.008304675227817087,140
142,151,290816,16.05,0.06618856999999999,1915,0.004042023792862892,-1.1920928955078125e-07,0.0002622145402710885,-0.34852349758148193,0.008304675227817087,141
143,151,292864,17.26,0.07422524999999999,1929,-0.0029160426929593086,-4.76837158203125e-07,0.0002475483634043485,-0.3413693606853485,0.008304675227817087,142
144,151,294912,15.41,0.05035952,1943,0.0024106460623443127,-2.384185791015625e-07,0.0002280250919284299,-0.3627797067165375,0.008304675227817087,143
145,151,296960,16.48,0.06450261,1956,-0.002544685499742627,1.1920928955078125e-07,0.00017002984532155097,-0.33709803223609924,0.008304675227817087,144
146,151,299008,16.59,0.06299086999999999,1969,0.0020200484432280064,1.7881393432617188e-07,0.00020803272491320968,-0.34110161662101746,0.008304675227817087,145
147,151,301056,15.55,0.05062134,1983,-0.0026201880536973476,-2.384185791015625e-07,0.00017139650299213827,-0.321017324924469,0.008304675227817087,146
148,151,303104,16.36,0.05794168999999999,1996,0.0017307470552623272,0.0,0.00013094465248286724,-0.3093494772911072,0.008304675227817087,147
149,151,305152,15.65,0.05498139999999999,2010,-0.0023079842794686556,-3.5762786865234375e-07,0.00014965952141210437,-0.30346328020095825,0.008304675227817087,148
150,151,307200,15.12,0.04894532,2023,0.0010631500044837594,4.76837158203125e-07,0.00012163552310084924,-0.2836557924747467,0.008304675227817087,149
151,151,309248,15.29,0.04906251999999999,2036,-0.0015652499860152602,1.4901161193847656e-06,0.0001400043402099982,-0.26584097743034363,0.008304675227817087,150
152,151,311296,15.19,0.047234619999999984,2050,0.001497585908509791,5.960464477539063e-08,0.00015039966092444956,-0.2680234909057617,0.008304675227817087,151
153,151,313344,14.96,0.05129006,2063,-0.002276485785841942,-1.1920928955078125e-06,0.00013943033991381526,-0.2591796815395355,0.008304675227817087,152
154,151,315392,15.06,0.052865010000000004,2076,0.002233741572126746,-1.5497207641601562e-06,0.00019886343216057867,-0.252530574798584,0.008304675227817087,153
155,151,317440,15.92,0.05345166999999999,2089,-0.0034287800081074238,-1.1920928955078125e-07,0.0002313510049134493,-0.25049319863319397,0.008304675227817087,154
156,151,319488,15.4,0.05067937999999999,2102,0.003367065452039242,-8.344650268554688e-07,0.000260712462477386,-0.2334732562303543,0.008304675227817087,155
157,151,321536,16.1,0.0554456,2115,-0.004100038204342127,1.1920928955078125e-07,0.0003496040008030832,-0.24497579038143158,0.008304675227817087,156
158,152,323584,16.0,0.052731940000000005,2128,0.004351564683020115,6.556510925292969e-07,0.0005134350503794849,-0.2561965882778168,0.008304675227817087,157
159,152,325632,16.15,0.05668578,2141,-0.006369308102875948,-1.1920928955078125e-07,0.0007115521002560854,-0.23111259937286377,0.008304675227817087,158
160,152,327680,16.73,0.06560995000000001,2154,0.00785598624497652,1.1920928955078125e-07,0.0010930068092420697,-0.23396997153759003,0.008304675227817087,159
161,152,329728,15.27,0.05001494,2168,-0.010381334461271763,4.5299530029296875e-06,0.0013562573585659266,-0.27024194598197937,0.008304675227817087,160
162,152,331776,15.2,0.04846628000000001,2181,0.009260633960366249,-4.76837158203125e-07,0.0012650495627894998,-0.2863522469997406,0.008304675227817087,161
